관리번호,정류장명,경도,위도,관리기관
250001868,정족2리,127.73447,37.83153,춘천
250001869,정족1리입구,127.7315,37.84281,춘천
250001870,정족1리입구,127.7314,37.8429,춘천
250001871,사천왕사,127.67396,37.83221,춘천
250001872,사천왕사,127.67384,37.83233,춘천
250001873,정부합동청사,127.74927,37.8889,춘천
250001874,정부합동청사,127.74957,37.88843,춘천
250001875,정법사,127.70706,37.86151,춘천
250001876,정법사,127.70694,37.86142,춘천
250001877,재취골,127.73145,37.78923,춘천
250001878,기와집골,127.63417,37.77614,춘천
250001446,방곡2리종점,127.62927,37.78825,춘천
250001447,방곡1리,127.64234,37.79496,춘천
250001448,방곡1리,127.63958,37.79771,춘천
250001449,방곡1리,127.63871,37.80042,춘천
250001450,방곡1리,127.63856,37.80055,춘천
250001451,방곡1리,127.63981,37.79751,춘천
250001452,방곡1리,127.64222,37.79493,춘천
250001457,발산치안센터,127.62421,37.73898,춘천
250001458,발산2리,127.62433,37.73904,춘천
250001459,발산리종점,127.76653,37.96278,춘천
250001460,발산2리,127.76118,37.9557,춘천
250001461,발산2리,127.76292,37.9576,춘천
250001462,발산2리,127.76571,37.96057,춘천
250001463,발산2리,127.76567,37.9605,춘천
250001464,발산2리,127.76229,37.96169,춘천
250001465,발산2리,127.63121,37.73884,춘천
250001466,발산2리,127.63129,37.73875,춘천
250001467,발산1리,127.75559,37.95991,춘천
250001468,발산1리,127.74721,37.95119,춘천
250001469,발산1리,127.61077,37.73517,춘천
250001470,발산1리,127.61095,37.73504,춘천
250001471,발산,127.62399,37.74352,춘천
250001472,발산,127.62411,37.74359,춘천
250001473,광판2리,127.71021,37.74579,춘천
250001474,반이동,127.71003,37.74516,춘천
250001481,가정초교,127.57307,37.74014,춘천
250001482,가정1리회관앞,127.57241,37.7413,춘천
250001483,박암리,127.5439,37.7253,춘천
250026615,박암리,127.54382,37.72528,춘천
250001484,박암리,127.53776,37.72373,춘천
250001485,박암리,127.5387,37.72324,춘천
250001486,박암리,127.544,37.7252,춘천
250026616,박암리,127.54401,37.7252,춘천
250001487,밀알재활원,127.70221,37.76994,춘천
250001488,밀알재활원,127.70226,37.76988,춘천
250001489,동부새마을금고,127.73406,37.87352,춘천
250001490,미려골,127.73415,37.87333,춘천
250001491,문화주택,127.75169,37.88933,춘천
250001492,문화예술회관,127.7269,37.873,춘천
250001493,문화예술회관,127.72712,37.87294,춘천
250001494,논골입구,127.76382,37.77005,춘천
250001495,모래재,127.76566,37.76754,춘천
250001496,명진학교,127.73468,37.89998,춘천
250001497,덕두2리종점,127.62953,37.88325,춘천
250001498,명동입구,127.72627,37.87912,춘천
250001499,멸공훈련장,127.71029,37.85446,춘천
250001500,멸공훈련장,127.71015,37.85453,춘천
250001501,면허시험장입구,127.75178,37.946,춘천
250001502,면허시험장입구,127.75158,37.9455,춘천
250001503,만천2리,127.76523,37.87969,춘천
250001504,만천2리,127.76572,37.87964,춘천
250001505,동광오거리,127.74947,37.88526,춘천
250001506,동광오거리,127.74947,37.8847,춘천
250001507,만천리종점,127.78548,37.87603,춘천
250001508,동면만천농협,127.761,37.8817,춘천
250001509,동면만천농협,127.76073,37.88192,춘천
250001510,만천3리회관,127.7782,37.875,춘천
250001511,만천3리회관,127.77847,37.87508,춘천
250001512,만천초교,127.75814,37.88269,춘천
250001513,만천3리,127.77062,37.87743,춘천
250001514,만천3리,127.77045,37.87781,춘천
250001515,만천초교,127.75862,37.88264,춘천
250001516,만천1리,127.75593,37.8852,춘천
250001517,만천1리,127.75561,37.88547,춘천
250001518,마평,127.62754,38.00279,춘천
250001519,마삼래,127.69218,37.86527,춘천
250001520,마삼래,127.69244,37.86569,춘천
250001521,가압펌프장,127.71512,37.8538,춘천
250001522,가압펌프장,127.71454,37.8551,춘천
250001523,삼성동부아파트,127.73082,37.89953,춘천
250001524,롯데인벤스,127.73087,37.89971,춘천
250001525,호반베르디움,127.75938,37.85713,춘천
250001526,거두리부영아파트,127.75154,37.85561,춘천
250001527,로데오거리,127.75054,37.85424,춘천
250001528,뜨란채아파트,127.74713,37.85032,춘천
250001529,삼악산,127.66078,37.82486,춘천
250001530,삼악산,127.66043,37.82491,춘천
250001532,두미르아파트,127.72821,37.90202,춘천
250001533,두미르아파트,127.72739,37.90265,춘천
250001534,춘천동원학교,127.78872,37.93018,춘천
250001535,춘천동원학교,127.78854,37.93026,춘천
250001536,동산중학교,127.7915,37.75205,춘천
250001537,동산중학교,127.79126,37.75226,춘천
250001538,조양2리,127.79605,37.73766,춘천
250001539,조양2리,127.79613,37.7376,춘천
250001540,동산아파트,127.74211,37.88921,춘천
250001541,소방서,127.7425,37.88913,춘천
250001542,동산면사무소,127.79589,37.75394,춘천
250001543,동산면사무소,127.79587,37.7541,춘천
250001544,동부시장,127.73345,37.87632,춘천
250001545,동부시장,127.73428,37.87659,춘천
250001546,동보아파트,127.74215,37.86179,춘천
250001547,동보빌리지,127.74108,37.88372,춘천
250001548,동보빌리지,127.74134,37.88364,춘천
250001549,감정1리,127.78037,37.90403,춘천
250001550,동면치안센터,127.78038,37.90414,춘천
250001551,동면지내리,127.78244,37.91375,춘천
250001552,동면지내리,127.78227,37.91363,춘천
250001553,동면저수지,127.7584,37.89365,춘천
250001554,동면저수지,127.75823,37.89373,춘천
250001555,동면사무소,127.78151,37.91007,춘천
250001556,동면사무소,127.78136,37.90997,춘천
250001557,동면복지회관,127.78201,37.91202,춘천
250001558,동내초교,127.76599,37.85041,춘천
250001559,동내초교,127.76572,37.85042,춘천
250001560,동내면사무소,127.76159,37.848,춘천
250001561,동내면사무소,127.76141,37.84812,춘천
250001562,동광주유소,127.75171,37.88988,춘천
250001563,도민일보,127.74485,37.89051,춘천
250001564,도민일보,127.74304,37.89022,춘천
250001565,덕두원3리,127.67006,37.82722,춘천
250001566,덕두원2리,127.6593,37.86006,춘천
250001567,덕두원2리,127.65741,37.86336,춘천
250001568,덕두원2리,127.65556,37.86587,춘천
250001569,덕두원2리,127.65301,37.8687,춘천
250001570,덕두원2리,127.65026,37.86996,춘천
250001571,덕두원2리,127.64749,37.87119,춘천
250001572,덕두원2리,127.64431,37.87263,춘천
250001573,덕두원2리,127.6394,37.87676,춘천
250001574,덕두원2리,127.63767,37.878,춘천
250001575,덕두원2리,127.63296,37.88061,춘천
250001576,덕두원2리,127.63309,37.88041,춘천
250001577,덕두원2리,127.63765,37.87818,춘천
250001578,덕두원2리,127.63923,37.87668,춘천
250001579,덕두원2리,127.6442,37.8726,춘천
250001580,덕두원2리,127.64734,37.87114,춘천
250001581,덕두원2리,127.65021,37.87009,춘천
250001582,덕두원2리,127.65311,37.86856,춘천
250001583,덕두원2리,127.65555,37.86598,춘천
250001584,덕두원2리,127.65725,37.86348,춘천
250001585,덕두원2리,127.65914,37.86017,춘천
250001586,덕두원1리,127.66902,37.85264,춘천
250001587,덕두원1리,127.66653,37.85454,춘천
250001588,덕두원1리,127.66176,37.85376,춘천
250001589,덕두원1리,127.66185,37.85363,춘천
250001590,덕두원1리,127.66647,37.85449,춘천
250001591,덕두원1리,127.66893,37.85259,춘천
250001592,덕두원1리,127.67146,37.84727,춘천
250001593,덕두원1리,127.67156,37.84735,춘천
250001594,대원사,127.68556,37.84511,춘천
250001595,대원사,127.68555,37.84521,춘천
250001596,대룡중학교,127.74366,37.84817,춘천
250001597,대룡산종점,127.78173,37.83218,춘천
250001598,대룡산종점,127.78171,37.83228,춘천
250001599,사암리,127.76428,37.84125,춘천
250001600,대룡산쉼터,127.76457,37.84089,춘천
250001601,당림초교,127.60862,37.83839,춘천
250001602,당림1리,127.60852,37.83832,춘천
250001603,당림5반종점,127.60177,37.85847,춘천
250001604,당림3반종점,127.61864,37.86233,춘천
250001605,당림3거리,127.6098,37.84129,춘천
250001606,당림3거리,127.6097,37.84116,춘천
250001607,당림2리,127.61541,37.83079,춘천
250001608,당림2리,127.61526,37.83037,춘천
250001609,당림1리,127.614,37.84874,춘천
250001610,당림1리,127.61403,37.84865,춘천
250001611,당림1리,127.60273,37.83523,춘천
250001612,농업기술원,127.73559,37.90057,춘천
250001613,농촌공사춘천지소,127.73965,37.90923,춘천
250001614,농촌공사춘천지소,127.73935,37.90973,춘천
250001615,도재활병원삼거리,127.73772,37.90313,춘천
250001616,논골입구,127.76481,37.77692,춘천
250001617,논골입구,127.76462,37.77687,춘천
250001618,국민연금공단 춘천회관,127.731,37.86393,춘천
250001619,국민연금공단 춘천회관,127.73122,37.86385,춘천
250001620,남춘천초교,127.72187,37.86041,춘천
250001621,남춘천중학교,127.72139,37.86059,춘천
250001622,(구)남춘천역,127.7295,37.8623,춘천
250026585,(구)남춘천역,127.729,37.8617,춘천
250001623,(구)남춘천역,127.7295,37.8619,춘천
250001624,남산면사무소,127.64606,37.79149,춘천
250001625,남산면사무소,127.64599,37.79138,춘천
250001626,남부시장,127.726,37.87063,춘천
250001627,남부시장,127.72748,37.87011,춘천
250001628,남면사무소,127.6011,37.73167,춘천
250001629,발산1리,127.60058,37.73124,춘천
250001630,김유정문학촌,127.71677,37.81936,춘천
250001631,김유정문학촌,127.7167,37.81942,춘천
250001632,금산3리,127.68604,37.89559,춘천
250001633,금산3리,127.68621,37.8955,춘천
250001634,금산2리,127.69688,37.90197,춘천
250001635,금산2리,127.69716,37.90201,춘천
250001636,금산3리,127.69073,37.89627,춘천
250001637,강원정보문화진흥원,127.6906,37.89604,춘천
250001638,과수원마을입구,127.70376,37.91126,춘천
250001639,금병초교,127.71089,37.81467,춘천
250001640,근화초교,127.72462,37.88816,춘천
250001641,춘천역육교앞,127.71447,37.8833,춘천
250001642,근화사거리,127.71487,37.87522,춘천
250001643,청와아파트,127.71345,37.88146,춘천
250001644,그랜드아파트,127.7563,37.86683,춘천
250001646,군자공원묘지,127.74291,37.75663,춘천
250001647,군자3리,127.73297,37.75206,춘천
250001648,군자3리,127.73296,37.75196,춘천
250001649,군자3리,127.73849,37.75439,춘천
250001650,군자공원묘지,127.74292,37.7565,춘천
250001651,군자1리,127.72208,37.74859,춘천
250001652,군자1리,127.72219,37.74853,춘천
250001653,국립춘천병원,127.76431,37.77074,춘천
250001654,국립춘천병원,127.76413,37.77084,춘천
250001655,구곡폭포종점,127.61643,37.79722,춘천
250001656,구곡폭포입구,127.63638,37.81012,춘천
250001657,구곡폭포입구,127.63626,37.80991,춘천
250001658,교동초교입구,127.73812,37.8778,춘천
250001659,교동초교입구,127.73766,37.87737,춘천
250001660,광판초교,127.70109,37.73031,춘천
250001661,광판초교,127.70079,37.73011,춘천
250001662,광판중학교입구,127.69863,37.72608,춘천
250001663,광판중학교입구,127.69877,37.72607,춘천
250001664,광판중학교,127.69957,37.72263,춘천
250001665,광판중학교,127.69945,37.7226,춘천
250001666,광판2리,127.71288,37.74434,춘천
250001667,광판2리,127.71022,37.74294,춘천
250001668,광판2리,127.70906,37.73997,춘천
250001669,광판2리,127.71305,37.74427,춘천
250001670,광판2리,127.70895,37.74003,춘천
250001671,광판1리,127.70654,37.73279,춘천
250001672,광판,127.70678,37.73299,춘천
250001673,신포리,127.62701,38.01469,춘천
250001674,관천리종점,127.51239,37.72331,춘천
250001675,관천리,127.52201,37.72944,춘천
250001676,관천리,127.5221,37.72932,춘천
250001677,춘천청소년수련관,127.74135,37.87404,춘천
250001678,춘천청소년수련관,127.74098,37.87437,춘천
250001679,과선교,127.734,37.8583,춘천
250001680,과선교,127.7362,37.8569,춘천
250001681,과선교,127.7351,37.8574,춘천
250026588,중앙하이츠2차,127.73525,37.85723,춘천
250001682,과선교,127.7341,37.8583,춘천
250026587,퇴계주공2차,127.73464,37.85789,춘천
250001683,공지천사거리,127.71474,37.87421,춘천
250001684,공지사거리,127.7146,37.87431,춘천
250001685,신성교회,127.74676,37.88508,춘천
250001686,농협주유소,127.74578,37.88621,춘천
250001687,곡골,127.85333,37.85901,춘천
250001688,곡골,127.8531,37.85901,춘천
250001689,고탄입구,127.67705,37.96446,춘천
250001690,고탄입구,127.67634,37.96437,춘천
250001691,구고탄농협,127.70443,37.98815,춘천
250001692,고탄,127.7206,37.9912,춘천
250001693,고탄,127.7202,37.99096,춘천
250001694,고탄,127.70512,37.98817,춘천
250001695,고창말,127.73428,37.84043,춘천
250001696,고창말,127.73442,37.84044,춘천
250001697,고은리종점,127.78867,37.84553,춘천
250001698,고은리입구,127.77281,37.84982,춘천
250001699,고은리입구,127.7745,37.84905,춘천
250001700,고은리,127.78508,37.84576,춘천
250001701,고은리,127.78515,37.84587,춘천
250001702,고은2리,127.77766,37.84856,춘천
250001703,고은2리,127.77768,37.84863,춘천
250001704,고은1리,127.78208,37.8466,춘천
250001705,고은1리,127.78205,37.84667,춘천
250001706,고성2리,127.72459,37.99267,춘천
250001707,고성2리,127.73653,37.99944,춘천
250001708,고성2리,127.73516,37.99471,춘천
250002051,신연강,127.67345,37.8614,춘천
250002052,신연강,127.67363,37.86173,춘천
250002053,신사우동,127.72759,37.93879,춘천
250002054,신사우동,127.72743,37.9389,춘천
250002055,신북읍사무소,127.74677,37.92515,춘천
250002056,신북읍사무소,127.7469,37.92523,춘천
250002057,신매대교,127.71147,37.92197,춘천
250002058,신매대교,127.71137,37.92209,춘천
250002059,신매3리,127.71156,37.91819,춘천
250002060,신매3리,127.71089,37.91602,춘천
250002061,신매3리,127.71104,37.91592,춘천
250002062,신매3리,127.71172,37.91828,춘천
250002063,신매1리,127.7027,37.93588,춘천
250002064,신매1리,127.70284,37.93584,춘천
250002065,신동초교,127.722,37.92976,춘천
250002066,신동초교,127.72175,37.92992,춘천
250002067,신동삼거리,127.72232,37.93196,춘천
250002068,신동초등학교,127.72203,37.93187,춘천
250002069,신동,127.72165,37.92701,춘천
250002070,신동보급대,127.72141,37.92777,춘천
250002071,신동배터,127.7157,37.93733,춘천
250002072,신동배터,127.7162,37.93666,춘천
250002073,김유정역,127.71479,37.8172,춘천
250002074,김유정역,127.71504,37.81716,춘천
250002075,삼포유원지입구,127.70886,37.79923,춘천
250002076,명동입구,127.72912,37.87874,춘천
250002077,명동입구,127.72865,37.87961,춘천
250002078,시외버스터미널,127.71768,37.86291,춘천
250002079,시외버스터미널,127.71724,37.86376,춘천
250002080,시외버스터미널,127.71993,37.86377,춘천
250002081,시외버스터미널,127.71976,37.86411,춘천
250002082,시립청소년도서관,127.70841,37.87137,춘천
250002083,공지천분수대,127.70822,37.87196,춘천
250002084,(구)승마장,127.69305,37.87086,춘천
250002085,(구)승마장,127.69318,37.87067,춘천
250002086,시립요양원입구,127.75,37.8506,춘천
250002087,수청골입구,127.89261,37.98601,춘천
250002088,수청교,127.8926,37.98617,춘천
250002089,수동리,127.66838,37.77473,춘천
250002090,수동리,127.66827,37.77471,춘천
250002091,수동2리,127.64343,37.76644,춘천
250002092,수동2리,127.64336,37.76662,춘천
250002093,수동1리종점,127.67935,37.77341,춘천
250002094,수동1리입구,127.65406,37.78118,춘천
250002095,수동1리입구,127.65402,37.78132,춘천
250002096,수동1리,127.66157,37.77695,춘천
250002097,수동1리,127.66151,37.777,춘천
250002098,송암삼거리,127.70326,37.98831,춘천
250002099,송암리,127.70185,37.98852,춘천
250002100,송암리,127.68649,37.99547,춘천
250002101,송암리,127.69071,37.99289,춘천
250002102,송암동,127.68957,37.85203,춘천
250002103,송암동,127.69075,37.85043,춘천
250002104,송암3반,127.69205,38.00345,춘천
250002105,삼악산주차장입구,127.66532,37.82576,춘천
250002106,솔밭종점,127.77057,37.92527,춘천
250002107,소양초교,127.73941,37.90534,춘천
250002108,소양초교,127.73938,37.90587,춘천
250002109,소양중학교,127.72463,37.9061,춘천
250002110,소양중학교,127.72499,37.90513,춘천
250002111,소양정수장,127.77733,37.90225,춘천
250002112,소양정수장,127.77725,37.90238,춘천
250002113,소양로2가,127.72506,37.88914,춘천
250002114,소양로1가치안센터,127.72546,37.89235,춘천
250002115,소양로1가,127.72572,37.89146,춘천
250002116,소양강댐주차장,127.80166,37.93821,춘천
250002117,소양강댐정상,127.81268,37.94757,춘천
250002118,소양강댐사택,127.79541,37.93362,춘천
250002119,소양강댐사택,127.7952,37.93365,춘천
250002120,소양2교,127.72858,37.89959,춘천
250002121,사우사거리,127.72835,37.89996,춘천
250002122,세경6차,127.75488,37.88067,춘천
250002123,세경6차,127.7547,37.88077,춘천
250002124,세경3차,127.74415,37.88484,춘천
250002125,세경3차,127.7437,37.88451,춘천
250002126,성원초등학교,127.74339,37.84813,춘천
250002127,한림대학교,127.73831,37.8835,춘천
250002128,퇴계주공5차아파트,127.74132,37.85273,춘천
250002129,현진에버빌2차,127.74154,37.8528,춘천
250002130,설미종점,127.67905,37.80992,춘천
250002131,봄내초교,127.742,37.85657,춘천
250002132,봄내초등학교,127.74174,37.85642,춘천
250002133,퇴계현대3차,127.74099,37.85451,춘천
250002134,남부지구대,127.7453,37.86148,춘천
250002135,석사치안센터,127.74509,37.86155,춘천
250002136,석사아파트,127.73904,37.86281,춘천
250002137,석사아파트,127.73933,37.86289,춘천
250002138,석사삼익아파트,127.75104,37.85308,춘천
250002139,초록지붕아파트,127.75117,37.85324,춘천
250002140,석사사거리,127.74511,37.85952,춘천
250002141,석사부영아파트,127.75608,37.8691,춘천
250002142,석사동주민센터,127.74244,37.85922,춘천
250002143,석사동주민센터,127.74273,37.85921,춘천
250002144,석사대우아파트,127.75638,37.86908,춘천
250002145,석사극동아파트,127.7527,37.851,춘천
250002146,석사극동아파트,127.75278,37.85118,춘천
250002147,석사교회,127.74483,37.85961,춘천
250002148,석사4거리,127.74326,37.86115,춘천
250002149,석사2지구아파트,127.75677,37.87048,춘천
250002150,석사2지구아파트,127.75697,37.87027,춘천
250002151,석갓,127.69664,37.93592,춘천
250002152,석갓,127.69652,37.93586,춘천
250002153,서춘천농협,127.70239,37.93234,춘천
250002154,서춘천농협,127.70252,37.93239,춘천
250002155,서천리,127.55202,37.84082,춘천
250002156,서천2리,127.53288,37.83801,춘천
250002157,서천1리,127.55257,37.83858,춘천
250002158,서천1리,127.55271,37.83862,춘천
250002159,서상초교,127.70632,37.92833,춘천
250002160,서상초교,127.70633,37.92814,춘천
250002161,서상2리종점,127.65798,37.93433,춘천
250002162,서상1리종점,127.70362,37.94223,춘천
250002163,서상1리종점,127.70357,37.94212,춘천
250002164,서부시장,127.72404,37.88581,춘천
250002165,서면치안센터,127.70928,37.92395,춘천
250002166,서면치안센터,127.70919,37.92377,춘천
250002167,서면사무소,127.69369,37.89811,춘천
250002168,서면사무소,127.69402,37.89834,춘천
250002169,샬롬(산후조리원),127.60027,37.83437,춘천
250002170,새술막,127.75687,37.78622,춘천
250002171,새술막,127.75773,37.78588,춘천
250002172,새말교,127.61061,37.84639,춘천
250002173,당림1리,127.61065,37.84628,춘천
250002174,새마을고개,127.7326,37.87146,춘천
250002175,새마을고개,127.73241,37.87107,춘천
250002176,증4리종점,127.73112,37.79883,춘천
250002177,상천초등학교,127.7849,37.92989,춘천
250002178,상원사,127.67416,37.84097,춘천
250002179,상원사,127.67431,37.84109,춘천
250002180,상걸리종점,127.86239,37.85075,춘천
250002181,상걸리종점,127.8498,37.86211,춘천
250002182,상걸2리,127.85015,37.86208,춘천
250002183,상걸1리,127.84409,37.86614,춘천
250002184,상걸1리,127.84392,37.86629,춘천
250002185,삼포유원지입구,127.70854,37.79897,춘천
250002186,삼포유원지입구,127.7086,37.79899,춘천
250002187,삼포유원지,127.715,37.79779,춘천
250002188,삼포유원지,127.71497,37.79774,춘천
250002189,삼천동사거리,127.70704,37.86906,춘천
250002190,삼천동사거리,127.707,37.86941,춘천
250002191,여우고개,127.73921,37.91949,춘천
250002192,여우고개,127.73905,37.91915,춘천
250002193,의암댐,127.67417,37.8376,춘천
250002194,의암댐,127.67401,37.83721,춘천
250002195,산천2리종점,127.74755,37.96104,춘천
250002196,산천1리,127.75172,37.94283,춘천
250002197,산천1리,127.75159,37.9427,춘천
250002198,산천1리,127.75225,37.94758,춘천
250002199,산천1리,127.75236,37.94778,춘천
250002200,산수빌아파트,127.76477,37.84754,춘천
250002201,산수빌아파트,127.7641,37.84785,춘천
250002202,산수리,127.6715,37.7126,춘천
250002203,사이클경기장,127.69261,37.86916,춘천
250002204,사암리,127.76488,37.84124,춘천
250002205,사암4리종점,127.76831,37.82315,춘천
250002206,사암4리종점,127.76838,37.82325,춘천
250002207,사암4리,127.764,37.8238,춘천
250002208,사암3리,127.77478,37.83309,춘천
250002209,사암3리,127.77471,37.83319,춘천
250002210,사암1리,127.77003,37.83203,춘천
250002211,사암1리,127.76829,37.831,춘천
250002212,사암1리,127.76997,37.83208,춘천
250002213,사북우체국,127.64348,38.03872,춘천
250002214,사북우체국,127.64334,38.03878,춘천
250002215,사북면사무소,127.64133,38.03011,춘천
250002216,사북면사무소,127.64114,38.02896,춘천
250002217,사대부고,127.74672,37.87282,춘천
250002218,뉴시티코아루,127.72205,37.91353,춘천
250002219,뉴시티코아루,127.72187,37.9133,춘천
250002220,사농동현대아파트,127.72244,37.91079,춘천
250002221,보타사입구,127.70128,37.84508,춘천
250002222,보타사입구,127.70111,37.84528,춘천
250002223,북산면사무소,127.88556,37.98721,춘천
250002224,북산면사무소,127.88551,37.98707,춘천
250002225,부속초교후문,127.73103,37.86984,춘천
250002226,봉의초교,127.72948,37.87511,춘천
250002227,봉의중학교,127.74149,37.87932,춘천
250002228,봉의중학교,127.74159,37.87915,춘천
250002229,봉의아파트,127.74489,37.88675,춘천
250002230,봉의아파트,127.74413,37.88768,춘천
250002231,봉명리종점,127.81255,37.77377,춘천
250002232,봉명2리,127.81103,37.77336,춘천
250002233,봉명1리,127.79463,37.75785,춘천
250002234,봉명1리1반,127.7945,37.75779,춘천
250002235,보안사거리,127.75261,37.87534,춘천
250002236,보안사거리,127.75241,37.87542,춘천
250002237,주공5단지,127.74625,37.87636,춘천
250002238,주공5단지,127.74552,37.87619,춘천
250002239,법원,127.73414,37.86609,춘천
250002240,법원,127.73285,37.86609,춘천
250002241,법원,127.73311,37.8659,춘천
250002242,번개시장,127.72626,37.89205,춘천
250002243,백양리종점,127.57333,37.81028,춘천
250002244,백양리역,127.6123,37.8277,춘천
250002245,백양리역,127.6124,37.8277,춘천
250002246,백양리,127.55995,37.82778,춘천
250002247,백양리,127.56018,37.82779,춘천
250002248,백양1리,127.56262,37.82402,춘천
250002249,백양1리,127.56272,37.8241,춘천
250002250,오음리고개정상,127.79036,37.99437,춘천
250002251,오음리고개정상,127.79054,37.99397,춘천
250002252,배나무골,127.71745,37.85995,춘천
250002253,배나무골,127.717,37.85983,춘천
250002255,방죽기,127.73603,37.83553,춘천
250002256,방죽기,127.73615,37.83551,춘천
250002257,송암스포츠타운,127.68863,37.85578,춘천
250002258,방동리종점,127.66544,37.90904,춘천
250002259,방동2리,127.67505,37.90053,춘천
250002260,방동2리,127.6732,37.90395,춘천
250002261,방동2리,127.66854,37.90705,춘천
250002262,방동2리,127.66859,37.90711,춘천
250002263,방동2리,127.6732,37.90406,춘천
250002264,방동2리,127.67514,37.90063,춘천
250002265,장절공,127.66183,37.90176,춘천
250002266,방동1리,127.67528,37.89575,춘천
250026527,동춘슈퍼,127.73971,37.8814,춘천
250026528,보배아파트후문,127.71242,37.86661,춘천
250026511,보배아파트후문,127.71259,37.86684,춘천
250026515,현진에버빌1차아파트,127.74616,37.85251,춘천
250026514,퇴계동/스무숲성당,127.7472,37.8524,춘천
250026512,럭키아파트후문,127.71589,37.86461,춘천
250026513,럭키아파트후문,127.71602,37.86483,춘천
250026516,송암스포츠타운,127.68883,37.85569,춘천
250026517,동춘슈퍼,127.73989,37.88126,춘천
250026518,원창2리,127.77557,37.80167,춘천
250026519,원창2리,127.77567,37.80157,춘천
250026520,한림성심대학교,127.75513,37.89835,춘천
250026521,한림성심대학교,127.75522,37.89835,춘천
250026522,지내리,127.78156,37.91843,춘천
250026523,지내3리,127.77711,37.92251,춘천
250026524,지내리,127.78159,37.91848,춘천
250026525,지내3리,127.77715,37.92252,춘천
250026526,상걸리종점,127.86237,37.85097,춘천
250026510,국군병원,127.72774,37.93689,춘천
250000040,한덕리,127.61356,37.67885,춘천
250000041,한덕리입구,127.61177,37.67707,춘천
250000042,한덕리입구,127.61166,37.67723,춘천
250026530,조양3리종점,127.83287,37.75109,춘천
250026531,유앤아이아파트,127.76324,37.87981,춘천
250026532,스위첸아파트,127.76337,37.8797,춘천
250026533,동신장로교회,127.75956,37.87807,춘천
250026534,구름다리주유소,127.75965,37.87791,춘천
250026535,강원사대부고,127.74747,37.87205,춘천
250026536,강원사대부고,127.74732,37.87192,춘천
250026537,케이티앤지,127.72784,37.86164,춘천
250026538,신축남춘천역사,127.7247,37.8634,춘천
250026539,농산물도매시장,127.72831,37.90682,춘천
250026540,농산물도매시장,127.72832,37.90702,춘천
250026541,우두사거리,127.73859,37.9069,춘천
250026542,우두사거리,127.73867,37.90704,춘천
250026543,홈플러스,127.73524,37.85079,춘천
250026544,올미,127.73908,37.92214,춘천
250026546,올미입구,127.73914,37.92228,춘천
250026547,금대울,127.78779,37.86737,춘천
250026548,호반베르디움,127.75937,37.85715,춘천
250026549,남춘천역,127.7231,37.8639,춘천
250026550,소양강처녀상,127.725,37.89351,춘천
250026551,소양강처녀상,127.724,37.893,춘천
250026552,춘천역,127.7181,37.8851,춘천
250026553,효자교,127.72885,37.86815,춘천
250026554,퇴계일성아파트,127.72678,37.86621,춘천
250026555,퇴계일성아파트,127.72695,37.86612,춘천
250026556,효자교,127.72887,37.86792,춘천
250026557,당간지주입구,127.72188,37.8913,춘천
250026558,당간지주입구,127.72202,37.89126,춘천
250026559,남춘천역,127.72331,37.86412,춘천
250026560,백양리역,127.58876,37.83118,춘천
250026561,백양리역,127.58832,37.8311,춘천
250026562,굴봉산역,127.5574,37.8327,춘천
250026563,굴봉산역,127.55733,37.83251,춘천
250026564,성신양회,127.7203,37.8886,춘천
250026567,강촌역,127.6337,37.80627,춘천
250026568,강촌역,127.63371,37.80637,춘천
250026569,강촌역입구,127.6365,37.806,춘천
250026570,강촌역입구,127.6367,37.806,춘천
250026571,소양5교,127.75161,37.92461,춘천
250026572,막국수체험관,127.7498,37.9484,춘천
250026573,옥광산,127.8056,37.921,춘천
250026574,남춘천역,127.7248,37.8636,춘천
250026575,광판농협입구,127.70744,37.7354,춘천
250026576,광판농협입구,127.7075,37.7351,춘천
250026577,원창3리,127.7666,37.7935,춘천
250026578,원창3리,127.7664,37.79308,춘천
250026579,갈골교,127.7403,37.7831,춘천
250026580,갈골교,127.74034,37.7828,춘천
250026581,남춘천역종점,127.72478,37.86398,춘천
250026582,케이티앤지,127.7274,37.8615,춘천
250026583,휴먼시아2차,127.733,37.86071,춘천
250026584,휴먼시아1차,127.7332,37.86087,춘천
250026586,(구)안디옥교회입구,127.7281,37.86379,춘천
250026589,퇴계동/스무숲성당,127.7471,37.8525,춘천
250026596,간척사거리,127.8171,38.028,춘천
250026592,간척사거리,127.8171,38.028,춘천
250026593,느랏재터널입구,127.8206,37.89437,춘천
250026594,느랏재터널입구,127.81886,37.88567,춘천
250026595,소양강댐정상,127.81209,37.94769,춘천
250026597,청평사종점,127.81775,37.98042,춘천
250026598,기도원입구,127.81653,38.01914,춘천
250026599,석사교사거리,127.73965,37.85737,춘천
250026600,전원주택입구,127.70025,37.98555,춘천
250026601,전원주택입구,127.70038,37.98582,춘천
250026602,봉의산마트입구,127.75105,37.88858,춘천
250026603,수협,127.72791,37.86973,춘천
250026604,월송2리입구,127.70589,37.91481,춘천
250026605,월송2리입구,127.70613,37.91482,춘천
250026606,장절공입구,127.66398,37.90071,춘천
250026607,장절공입구,127.6641,37.90061,춘천
250026608,호수요양병원,127.6959,37.98254,춘천
250026609,율문3리입구,127.7518,37.93405,춘천
250026610,고탄농협,127.70943,37.9881,춘천
